"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"POS_ZEILE";"ZI_ART_NR";"ZI_GTIN";"ZI_NAME";"ZI_WARENGR_ID";"ZI_WARENGR";"ZI_MENGE";"ZI_FAKTOR";"ZI_EINHEIT";"ZI_UST_SCHLUESSEL";"ZI_BASISPREIS_BRUTTO";"ZI_BASISPREIS_NETTO";"ZI_BASISPREIS_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"8";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"9";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"10";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"11";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"12";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"13";"47826859";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"14";"47826859";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"15";"47826859";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"16";"47826859";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"17";"47826865";;;;;"1.000";;;"2";"3.50000";"3.27000";"0.23000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"18";"47826865";;;;;"1.000";;;"2";"3.50000";"3.27000";"0.23000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"19";"47826865";;;;;"1.000";;;"2";"3.50000";"3.27000";"0.23000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"20";"47826865";;;;;"1.000";;;"2";"3.50000";"3.27000";"0.23000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"25";"47826790";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"26";"47826790";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"27";"47826790";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"4488d937-60cb-4c11-9b64-dda309b9a0bf";"28";"47826790";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1a5c44c4-4bff-4e40-b44d-2b49c0091420";"1";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"ab5134c6-247f-4ba7-94b1-ea6b86f224b8";"1";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1715c058-e40e-4e9b-a7e4-8a6dbcd8ae28";"1";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1715c058-e40e-4e9b-a7e4-8a6dbcd8ae28";"2";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1715c058-e40e-4e9b-a7e4-8a6dbcd8ae28";"3";"47798836";;;;;"1.000";;;"2";"4.50000";"4.21000";"0.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"e962a8db-cc6e-4cdb-bffa-c3353f72ad60";"1";"47826859";;;;;"1.000";;;"2";"3.00000";"2.80000";"0.20000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"db6b1c3f-168b-4a0b-a679-7bb0363db41c";"1";"48665115";;;;;"1.000";;;"2";"4.00000";"3.74000";"0.26000"
